map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[15:51:11.451] WARN  [n10_Ovid] [0x21] move REJECTED seq=4; server says (633,857,0) facing=2
[16:11:12.439] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:11:23.096] WARN  [n10_Ovid] [bot] no path to (4445,1089) avoiding 0 block(s); stopping (search 1547579.0us)
[16:11:23.096] WARN  [n10_Ovid] [bot] start (4443,1095,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 9 mobile(s))
[16:11:25.683] WARN  [n10_Ovid] [bot] no path to (4445,1089) avoiding 0 block(s); stopping (search 1277333.1us)
[16:11:25.683] WARN  [n10_Ovid] [bot] start (4443,1095,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 9 mobile(s))
[16:11:29.038] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:11:29.039] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:11:29.039] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:11:38.065] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:11:38.066] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:11:38.066] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:11:47.083] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:11:47.083] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:11:47.083] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:11:57.704] WARN  [n10_Ovid] [bot] no path to (4445,1094) avoiding 0 block(s); stopping (search 1496155.6us)
[16:11:57.704] WARN  [n10_Ovid] [bot] start (4445,1089,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 8 mobile(s))
[16:12:00.472] WARN  [n10_Ovid] [bot] no path to (4445,1094) avoiding 0 block(s); stopping (search 1441862.3us)
[16:12:00.472] WARN  [n10_Ovid] [bot] start (4445,1089,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 8 mobile(s))
[16:12:03.127] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:03.127] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:03.127] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:12:12.181] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:12.181] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:12.181] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:12:21.218] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:21.218] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:21.218] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:12:30.225] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:30.225] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:30.225] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:12:39.259] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:39.259] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:39.259] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:12:48.269] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:48.269] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:48.269] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (1ms) Revolution vendor policy refuses this NPC purchase
[16:12:57.302] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:12:57.302] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:12:57.302] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (1ms) Revolution vendor policy refuses this NPC purchase
[16:13:07.995] WARN  [n10_Ovid] [bot] no path to (4443,1088) avoiding 0 block(s); stopping (search 1551020.1us)
[16:13:07.995] WARN  [n10_Ovid] [bot] start (4445,1094,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:13:11.672] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:13:11.672] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:13:11.672] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:13:20.721] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:13:20.721] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:13:20.721] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:13:29.763] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:13:29.763] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:13:29.763] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:13:38.771] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:13:38.771] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:13:38.771] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:13:47.780] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:13:47.780] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:13:47.780] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:13:56.795] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:13:56.795] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:13:56.795] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:05.814] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:05.814] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:05.814] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:14.825] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:14.825] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:14.825] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:23.853] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:23.853] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:23.853] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:32.878] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:32.878] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:32.878] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:41.880] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:41.880] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:41.880] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:50.919] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:50.919] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:50.919] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:14:59.949] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:14:59.949] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:14:59.949] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:15:10.395] WARN  [n10_Ovid] [bot] no path to (4445,1093) avoiding 0 block(s); stopping (search 1282808.1us)
[16:15:10.395] WARN  [n10_Ovid] [bot] start (4443,1088,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:15:13.803] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:15:13.803] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:15:13.803] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:15:22.808] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:15:22.808] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:15:22.808] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:15:33.368] WARN  [n10_Ovid] [bot] no path to (4444,1089) avoiding 0 block(s); stopping (search 1420011.1us)
[16:15:33.368] WARN  [n10_Ovid] [bot] start (4445,1093,0) exits: open=5 terrain=3 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:15:36.124] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:15:36.124] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:15:36.124] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
[16:15:46.544] WARN  [n10_Ovid] [bot] no path to (4445,1093) avoiding 0 block(s); stopping (search 1314543.0us)
[16:15:46.544] WARN  [n10_Ovid] [bot] start (4444,1089,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:15:49.326] WARN  [n10_Ovid] [bot] no path to (4445,1093) avoiding 0 block(s); stopping (search 1475824.9us)
[16:15:49.326] WARN  [n10_Ovid] [bot] start (4444,1089,0) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:15:52.156] WARN  [n10_Ovid] [bot] no path to (4445,1093) avoiding 0 block(s); stopping (search 1539106.1us)
[16:15:52.156] WARN  [n10_Ovid] [bot] start (4444,1089,0) exits: open=7 terrain=0 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:15:56.527] WARN  [n10_Ovid] [bot] no path to (4445,1093) avoiding 0 block(s); stopping (search 1490489.7us)
[16:15:56.527] WARN  [n10_Ovid] [bot] start (4444,1089,0) exits: open=8 terrain=0 mobile=0 dynamic=0 door=0 blacklist=0 (overlay saw 431 item(s), 7 mobile(s))
[16:16:00.138] WARN  [n10_Ovid] [policy] REFUSED NPC purchase of unmapped item (0x0EFA): graphic is not in the audited vendor matrix; refusing and recording an authenticity gap [UNKNOWN]
[16:16:00.138] WARN  [n10_Ovid] [policy] AUTHENTICITY GAP: no Revolution evidence either way for whether an NPC sold this item
[16:16:00.138] WARN  [n10_Ovid] [ACTION_RESULT] vendor_buy rejected (0ms) Revolution vendor policy refuses this NPC purchase
