start: Corwyn is a miner_smith and lives in Vesper -> starting city index 8
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[18:02:50.941] WARN  [v_Corwyn] [0x21] move REJECTED seq=71; server says (2801,953,2) facing=1
[18:17:57.763] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:57.763] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:58.327] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:17:58.328] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 45.0us)
[18:17:58.328] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:58.328] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:58.831] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:17:58.832] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 46.8us)
[18:17:58.832] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:58.832] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:59.401] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:17:59.402] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 62.2us)
[18:17:59.402] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:59.402] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:17:59.951] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:17:59.952] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 50.0us)
[18:17:59.952] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:17:59.952] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:00.516] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:00.517] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 63.9us)
[18:18:00.517] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:18:00.517] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:01.068] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:01.069] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 43.1us)
[18:18:01.069] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:18:01.069] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:01.617] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:01.618] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 40.6us)
[18:18:01.618] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:18:01.618] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:02.169] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:02.170] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 44.2us)
[18:18:02.170] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:18:02.170] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:02.734] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:02.735] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 56.1us)
[18:18:02.735] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:18:02.735] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:03.267] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:03.267] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 39.1us)
[18:18:03.267] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 15 mobile(s))
[18:18:03.267] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:03.800] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:03.801] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 69.3us)
[18:18:03.801] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:03.801] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:04.357] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:04.357] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 37.7us)
[18:18:04.357] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:04.357] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:04.919] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=2
[18:18:04.920] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 1 block(s); stopping (search 85.1us)
[18:18:04.920] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 14 mobile(s))
[18:18:04.920] WARN  [v_Corwyn] [bot] enclosed with 1 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:06.638] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 1 block(s); stopping (search 1663850.5us)
[18:18:06.638] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 14 mobile(s))
[18:18:06.653] WARN  [v_Corwyn] [travel] route exhausted at (2857,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 2/3)
[18:18:07.174] WARN  [v_Corwyn] [0x21] move REJECTED seq=1; server says (2857,816,0) facing=6
[18:18:07.175] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 99.5us)
[18:18:07.175] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:07.175] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:07.728] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:07.729] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 53.5us)
[18:18:07.729] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:07.729] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:08.260] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:08.261] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 49.4us)
[18:18:08.261] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:08.261] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:08.826] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:08.828] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 82.2us)
[18:18:08.828] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:08.828] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:09.375] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:09.376] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 74.4us)
[18:18:09.376] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:09.376] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:09.909] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:09.910] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 91.5us)
[18:18:09.910] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:09.910] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:10.477] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:10.478] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 84.0us)
[18:18:10.478] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:10.478] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:11.046] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:11.048] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 92.0us)
[18:18:11.048] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:11.048] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:11.602] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:11.603] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 44.7us)
[18:18:11.603] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:11.603] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:12.170] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:12.170] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 59.9us)
[18:18:12.170] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:12.170] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:12.732] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:12.733] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 55.6us)
[18:18:12.733] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:12.733] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:13.242] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:13.243] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 64.5us)
[18:18:13.243] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:13.243] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:13.760] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:13.761] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 85.6us)
[18:18:13.761] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:13.761] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:14.310] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:14.311] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 37.5us)
[18:18:14.311] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:14.311] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:14.843] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:14.844] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 1 block(s); stopping (search 58.3us)
[18:18:14.844] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 14 mobile(s))
[18:18:14.844] WARN  [v_Corwyn] [bot] enclosed with 1 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:14.907] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 1 block(s); stopping (search 108.3us)
[18:18:14.907] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=1 dynamic=0 door=0 blacklist=1 (overlay saw 970 item(s), 14 mobile(s))
[18:18:14.968] WARN  [v_Corwyn] [travel] route exhausted at (2857,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:18:15.287] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:15.288] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 61.7us)
[18:18:15.288] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:15.288] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:15.821] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:15.822] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 77.2us)
[18:18:15.822] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:15.822] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:16.349] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:16.350] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 67.8us)
[18:18:16.350] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:16.350] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:16.896] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:16.896] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 55.3us)
[18:18:16.896] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:16.896] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:17.457] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:17.459] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 127.2us)
[18:18:17.459] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:17.459] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:18.009] WARN  [v_Corwyn] [0x21] move REJECTED seq=0; server says (2857,816,0) facing=6
[18:18:18.010] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 74.6us)
[18:18:18.010] WARN  [v_Corwyn] [bot] start (2857,816,0) exits: open=0 terrain=6 mobile=2 dynamic=0 door=0 blacklist=0 (overlay saw 970 item(s), 14 mobile(s))
[18:18:18.010] WARN  [v_Corwyn] [bot] enclosed with 2 mobile(s) in the wall; replanning with mobiles treated as soft
[18:18:18.945] WARN  [v_Corwyn] [0x21] move REJECTED seq=1; server says (2856,816,0) facing=6
[18:18:18.945] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 88.9us)
[18:18:18.945] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 971 item(s), 14 mobile(s))
[18:18:21.713] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 49.5us)
[18:18:21.713] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:23.063] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 70.3us)
[18:18:23.063] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:24.399] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 82.2us)
[18:18:24.399] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:27.271] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 61.4us)
[18:18:27.271] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:28.622] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 53.4us)
[18:18:28.622] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:29.957] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 76.5us)
[18:18:29.957] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:34.336] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 78.3us)
[18:18:34.336] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:18:35.669] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 82.6us)
[18:18:35.669] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:18:36.956] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 89.3us)
[18:18:36.957] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:18:42.831] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 61.4us)
[18:18:42.831] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:44.182] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 65.7us)
[18:18:44.182] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:45.495] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 71.9us)
[18:18:45.495] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:45.556] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2856,808,0) to get somewhere routable (escape 1/3)
[18:18:45.618] WARN  [v_Corwyn] [bot] no path to (2856,808) avoiding 0 block(s); stopping (search 20.7us)
[18:18:45.618] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:45.665] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2864,816,0) to get somewhere routable (escape 2/3)
[18:18:45.726] WARN  [v_Corwyn] [bot] no path to (2864,816) avoiding 0 block(s); stopping (search 81.8us)
[18:18:45.726] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:45.786] WARN  [v_Corwyn] [travel] route exhausted at (2856,816,0); trying to reach (2868,806,0) to get somewhere routable (escape 3/3)
[18:18:45.846] WARN  [v_Corwyn] [bot] no path to (2868,806) avoiding 0 block(s); stopping (search 77.6us)
[18:18:45.846] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:48.611] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 79.7us)
[18:18:48.611] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:49.975] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 54.5us)
[18:18:49.975] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:51.321] WARN  [v_Corwyn] [bot] no path to (2856,856) avoiding 0 block(s); stopping (search 82.8us)
[18:18:51.321] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 14 mobile(s))
[18:18:54.170] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 86.6us)
[18:18:54.170] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:18:55.528] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 51.7us)
[18:18:55.528] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:18:56.859] WARN  [v_Corwyn] [bot] no path to (2840,856) avoiding 0 block(s); stopping (search 71.5us)
[18:18:56.859] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:19:01.222] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 73.0us)
[18:19:01.222] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:19:02.573] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 53.6us)
[18:19:02.573] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 16 mobile(s))
[18:19:03.919] WARN  [v_Corwyn] [bot] no path to (2872,856) avoiding 0 block(s); stopping (search 74.3us)
[18:19:03.919] WARN  [v_Corwyn] [bot] start (2856,816,0) exits: open=1 terrain=6 mobile=1 dynamic=0 door=0 blacklist=0 (overlay saw 972 item(s), 15 mobile(s))
[18:19:09.795] WARN  [v_Corwyn] [bot] no path to (2882,848) avoiding 0 block(s); stopping (search 51.7us)
