start: Tarath is a lumberjack_swordsman and lives in Britain -> starting city index 2
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
map: verdata 'C:\Projects\RevolutionOffline\runtime\mul/verdata.mul' applied (685 patch block(s))
[20:29:04.486] WARN  [pair_Tarath] [0x21] move REJECTED seq=24; server says (1439,1693,0) facing=3
[21:27:35.563] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:36.895] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:42.777] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:44.077] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:45.390] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:45.452] WARN  [pair_Tarath] [travel] route exhausted at (1400,1532,1); trying to reach (1400,1544,19) to get somewhere routable (escape 3/3)
[21:27:52.330] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:53.678] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:55.028] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:57.906] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:27:59.198] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:00.475] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:04.800] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:06.145] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:07.510] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:13.400] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:14.754] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
[21:28:16.131] WARN  [pair_Tarath] [bot] goal (1428,1533) is not walkable; skipping A* and stopping
